class_Id,SpellsKnown,Name,Gender,Heritage,TemplateString,Stuck,AiUsesMana,AllowGive,IgnoreCollisions,ReportCollisions,Ethereal,GravityStatus,Attackable,ReportCollisionsAsEnvironment,AllowEdgeSlide,NeverFailCasting,AiImmobile,NonProjectileMagicImmune,Strength,Endurance,Quickness,Coordination,Focus,Self,MaxHealth,MaxStamina,MaxMana,DeathTreasureType,ItemType,CreatureType,ItemsCapacity,ContainersCapacity,Mass,ItemUseable,Level,ArmorType,CombatMode,TargetingTactic,PhysicsState,AiAllowedCombatStyle,ShowableOnRadar,XpValue,AxeSkill,BowSkill,CrossbowSkill,DaggerSkill,MaceSkill,MeleeDefenseSkill,MissileDefenseSkill,SlingSkill,SpearSkill,StaffSkill,SwordSkill,ThrownWeaponSkill,UnarmedCombatSkill,ArcaneLoreSkill,MagicDefenseSkill,ManaConversionSkill,DeceptionSkill,HealingSkill,JumpSkill,LockpickSkill,RunSkill,CreatureEnchantmentSkill,ItemEnchantmentSkill,LifeMagicSkill,WarMagicSkill,TwoHandedCombatSkill,VoidMagicSkill,HeavyWeaponsSkill,LightWeaponsSkill,FinesseWeaponsSkill,MissileWeaponsSkill,ShieldSkill,DualWieldSkill,RecklessnessSkill,SneakAttackSkill,DirtyFightingSkill,SummoningSkill,BaseArmor,HealthRate,StaminaRate,ManaRate,Shade,ArmorModVsSlash,ArmorModVsPierce,ArmorModVsBludgeon,ArmorModVsCold,ArmorModVsFire,ArmorModVsAcid,ArmorModVsElectric,VisualAwarenessRange,PowerupTime,ChargeSpeed,Modelscale,ResistSlash,ResistPierce,ResistBludgeon,ResistFire,ResistCold,ResistAcid,ResistElectric,ResistHealthBoost,ResistStaminaDrain,ResistStaminaBoost,ResistManaDrain,ResistManaBoost,AiUseMagicDelay,ObviousRadarRange,AiAcquireHealth,ResistHealthDrain,DeathTreasureType,LootTier
214,0,Olthoi Soldier,,,,1,,,0,1,0,1,1,,,,,,280,280,110,110,80,30,190,430,30,451,16,1,-1,-1,8000,1,60,0,2,13,1032,,2,17500,,,,,,180,300,,,,,,,,220,,100,,200,,60,,,,,,,,180,,,,,,,,,170,0.6499999762,4,2,,0.6600000262,0.8000000119,0.6000000238,1,1,1.200000048,1,24,1,1,,0.75,1,1,0.75,0.75,0.4199999869,0.25,1,1,1,1,1,,10,,1,451,2
215,2,Blue Phyntos Wasp,,,,1,1,,0,1,0,1,1,,,1,,,35,60,90,90,40,20,35,160,20,465,16,9,-1,-1,,1,8,,2,13,1032,,4,1000,,,,,,34,64,,,,,,,75,42,,5,,100,,60,,,,42,,,,25,,,,,,,,,20,0.06700000167,0.5,2,0.5,0.8000000119,0.8000000119,0.5,0.1800000072,0.4600000083,0.1800000072,0.5899999738,10,1.799999952,1,1.200000048,1,1,1,0.6999999881,0.8000000119,0.8000000119,0.8999999762,1,1,1,1,1,3,10,,1,465,1
216,1,Green Phyntos Wasp,,,,1,1,,0,1,0,1,1,,,1,,,35,60,90,90,40,20,35,160,20,465,16,9,-1,-1,,1,8,,2,13,1032,,4,1000,,,,,,24,64,,,,,,,65,32,,5,,50,,40,,,,34,,,,25,,,,,,,,,15,0.06700000167,0.5,2,0.5,0.8000000119,0.8000000119,0.5,0.4799999893,0.4799999893,0.4600000083,0.4799999893,10,1.799999952,1,1.200000048,1,1,1,0.8999999762,0.8999999762,0.75,0.8999999762,1,1,1,1,1,3,10,,1,465,1
217,2,Gold Phyntos Wasp,,,,1,1,,0,1,0,1,1,,,1,,,90,115,145,145,95,75,138,225,175,463,16,9,-1,-1,,1,50,,2,13,1032,,4,10000,,,,,,130,225,,,,,,,285,155,,5,,800,,70,,,,120,,,,150,,,,,,,,,140,0.6000000238,0.5,2,0.5,0.8000000119,0.8000000119,0.5,0.6399999857,0.6399999857,0.6399999857,0.1700000018,30,1.899999976,1,1.299999952,1,1,1,0.75,0.75,0.75,0.25,1,1,1,1,1,3,10,,1,463,2
218,0,Black Rat,,,,1,,,0,1,0,1,1,,,,,,25,30,70,70,40,20,20,130,20,459,16,10,-1,-1,,1,15,0,2,5,1032,,2,2000,,,,,,25,64,,,,,,,,34,,20,,40,,50,,,,,,,,35,,,,,,,,,8,0.06700000167,5,2,,1,0.5,0.5,1,0.400000006,0.8000000119,0.8000000119,15,2,1,2.099999905,0.6000000238,1.600000024,1.600000024,2.099999905,0.6000000238,0.8500000238,0.8500000238,1,1,1,1,1,,10,,1,459,1
219,0,Grey Rat,,,,1,,,0,1,0,1,1,,,,,,20,20,50,50,30,15,15,120,15,459,16,10,-1,-1,,1,8,0,2,5,1032,,2,1000,,,,,,20,42,,,,,,,,20,,,,50,,40,,,,,,,,25,,,,,,,,,8,0.06700000167,5,2,0.5,1,0.5,0.5,1,0.400000006,0.8000000119,0.8000000119,16,2,1,2.5,0.6000000238,1.600000024,1.600000024,2.099999905,0.6000000238,0.8500000238,0.8500000238,1,1,1,1,1,,10,,1,459,1
220,0,Brown Rat,,,,1,,,0,1,0,1,1,,,,,,30,50,120,100,70,60,30,150,60,459,16,10,-1,-1,,1,8,0,2,5,1032,,2,1000,,,,,,4,45,,,,,,,,18,,,,40,,40,,,,,,,,45,,,,,,,,,8,0.06700000167,5,2,0.5,1,0.5,0.5,1,0.400000006,0.8000000119,0.8000000119,15,2,1,2.200000048,0.6000000238,1.600000024,1.600000024,2.099999905,0.6000000238,0.8500000238,0.8500000238,1,1,1,1,1,,10,,1,459,1
221,0,Adult Reedshark,,,,1,,,0,1,0,1,1,,,,,,75,100,80,75,50,35,60,200,35,459,16,16,-1,-1,,1,15,,2,13,1032,,2,2000,,,,,,20,64,,,,,,,,34,,40,,40,,60,,,,,,,,30,,,,,,,,,45,0.06700000167,5,2,0.5,0.2800000012,0.400000006,0.6999999881,0.25,0.6999999881,0.6000000238,0.400000006,22,1,1,1.399999976,0.6000000238,0.75,1,1,0.6600000262,1,0.75,1,1,1,1,1,,10,,1,459,1
222,0,Veteran Reedshark,,,,1,,,0,1,0,1,1,,,,,,75,100,80,75,50,35,60,200,35,459,16,16,-1,-1,,1,15,,2,13,1032,,2,2000,,,,,,36,72,,,,,,,,54,,50,,60,,60,,,,,,,,35,,,,,,,,,60,0.06700000167,5,2,,0.4199999869,0.4900000095,0.6999999881,0.3700000048,0.6999999881,0.6000000238,0.4900000095,24,1,1,1.399999976,0.6000000238,0.75,1,1,0.6600000262,1,0.75,1,1,1,1,1,,10,,1,459,1
223,0,Reedshark Pup,,,,1,,,0,1,0,1,1,,,,,,65,80,70,65,40,25,41,130,25,459,16,16,-1,-1,,1,8,,2,13,1032,,2,1000,,,,,,16,44,,,,,,,,16,,35,,60,,50,,,,,,,,10,,,,,,,,,40,0.06700000167,5,2,0.5,0.1299999952,0.3000000119,0.6999999881,0.1199999973,0.6999999881,0.6000000238,0.3000000119,22,1,1,1,0.6000000238,0.75,1,1,0.6600000262,1,0.75,1,1,1,1,1,,10,,1,459,1
224,0,Rogue,Male,Aluvian,,1,,,0,1,0,,,,,,,,140,160,200,200,80,60,170,270,60,448,16,31,-1,-1,120,1,95,0,,13,1032,131,2,13775,,175,,200,,200,260,,,,,175,,250,225,,,,,,,,,,,,,,,,,,,,,,,225,0.16,2.5,1,,0.9,1,1.1,0.4,0.4,1,0.6,30,,,,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1,1,1,1,1,,10,,1,448,4
225,24,Rogue Mage,Male,Gharu'ndim,,1,,,0,1,0,,,,,1,,,140,190,20,20,220,220,195,320,360,448,16,31,-1,-1,120,1,95,0,,13,1032,131,2,18126,,,,20,,140,140,,,,20,,,250,240,,,,,,,180,,180,180,,,,,,,,,,,,,225,0.16,5,1,,0.9,1,1.1,0.4,0.4,1,0.6,30,,,,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1,1,1,1,1,,10,2,1,448,4
226,20,High Tumerok,,,,1,1,,0,1,0,1,1,,,1,,,170,180,170,165,145,140,160,309,140,450,16,6,-1,-1,,1,50,0,,5,1032,183,2,10000,,,,,,120,275,,,,,,,250,130,,40,,,,45,100,,100,100,,,150,150,80,140,150,,,,,,220,0.8000000119,0.5,2,0.4286000133,1,1,1,1,1,1,1,17,1,1,1.200000048,1,1,1,1,1,1,1,1,1,1,1,1,3,10,,1,450,3
227,0,Tumerok Gladiator,,,,1,,,0,1,0,1,1,,,,,,150,165,145,170,90,90,223,330,90,448,16,6,-1,-1,,1,80,0,,5,1032,183,2,30000,,,,,,215,310,,,,,,,,200,,5,,,,50,,,,,,,235,235,120,150,235,,,,,,175,0.5,0.5,2,0.5713999867,1,1,1,1,1,1,1,15,1,1,1.200000048,1,1,1,1,1,1,1,1,1,1,1,1,,10,,1,448,4
228,21,Tumerok High Priest,,,,1,1,,0,1,0,1,1,,,1,,,240,250,250,200,260,280,325,375,400,988,16,6,-1,-1,,1,100,0,,5,1032,183,2,80000,,,,,,260,380,,,,,,,250,205,,70,,,,50,120,,120,120,,,250,250,95,160,250,,,,,,220,0.5,0.5,2,0.5713999867,1,1,1,1,1,1,1,16,1,1,1.200000048,1,1,1,1,1,1,1,1,1,1,1,1,3,10,,1,988,5
229,13,Tumerok Officer,,,,1,1,,0,1,0,1,1,,,1,,,100,100,150,100,60,60,110,200,60,450,16,6,-1,-1,,1,50,0,,5,1032,183,2,10000,,,,,,120,230,,,,,,,250,140,,30,,,,60,130,,130,130,,,115,115,100,110,115,,,,,,180,0.6499999762,0.5,2,0.5713999867,1,1,1,1,1,1,1,16,1,1,1.100000024,1,1,1,1,1,1,1,1,1,1,1,1,3,10,,1,450,3
230,24,Tumerok Taskmaster,,,,1,1,,0,1,0,1,1,,,1,,,250,300,275,250,200,270,330,600,270,450,16,6,-1,-1,,1,80,0,,5,1032,183,2,30000,,,,,,200,335,,,,,,,300,200,,150,,,,60,100,,100,100,,,210,210,200,130,210,,,,,,250,0.8000000119,0.5,2,0.8571000099,1,1,1,1,1,1,1,16,1,1,1.299999952,1,1,1,1,1,1,1,1,1,1,1,1,3,10,,1,450,3
231,19,Tumerok Priest,,,,1,1,,0,1,0,1,1,,,1,,,80,70,120,75,110,130,185,170,130,448,16,6,-1,-1,,1,60,0,,5,1032,183,2,17500,230,,,230,,240,325,,,,230,,,190,180,,50,,,,60,140,,140,140,,,,,,200,,,,,,,110,0.5,0.5,2,0.4286000133,1,1,1,1,1,1,1,16,1,1,1.100000024,1,1,1,1,1,1,1,1,1,1,1,1,3,10,,1,448,4
232,0,Tumerok Scout,,,,1,,,0,1,0,1,1,,,,,,60,70,75,70,60,40,45,140,40,451,16,6,-1,-1,,1,20,0,,5,1032,183,2,3500,,,,,,46,72,,,,,,,,55,,40,,,,60,,,,,,,50,50,50,25,50,,,,,,30,0.200000003,0.5,2,0.7142999768,1,1,1,1,1,1,1,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10,,1,451,2
233,20,Tumerok Warrior,,,,1,1,,0,1,0,1,1,,,1,,,110,125,115,135,100,100,103,210,100,451,16,6,-1,-1,,1,30,0,,3,1032,183,2,5000,,,,,,72,111,,,,,,,140,84,,30,,,,50,66,,66,66,,,90,90,90,90,90,,,,,,120,0.5,0.5,2,0.5713999867,1,1,1,1,1,1,1,15,1,1,1.100000024,1,1,1,1,1,1,1,1,1,1,1,1,3,10,,1,451,2
234,0,Tumerok Worker,,,,1,,,0,1,0,1,1,,,,,,70,75,50,50,40,30,48,250,30,451,16,6,-1,-1,,1,8,0,,5,1032,183,2,1000,,,,,,38,62,,,,,,,,37,,10,,,,60,,,,,,,30,30,30,30,30,,,,,,20,0.200000003,0.5,2,0.5713999867,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10,,1,451,2
235,0,Goldenback Tusker,,,,1,,,0,1,0,1,1,,,,,,220,190,80,50,20,20,130,340,20,457,16,8,-1,-1,,1,30,0,2,9,1032,,4,5000,,,,,,60,70,,,,,,,,97,,25,,120,,70,,,,,,,,120,,,,,,,,,120,0.25,4,2,,0.5,0.8000000119,0.6000000238,1,0.6999999881,1,1,25,2.5,1,1.100000024,0.5,1,0.75,1,0.75,0.75,0.25,1,1,1,1,1,,10,,1,457,2
236,0,Female Tusker,,,,1,,,0,1,0,1,1,,,,,,160,130,70,40,20,20,95,280,20,459,16,8,-1,-1,,1,15,0,2,9,1032,,4,2000,,,,,,40,54,,,,,,,,48,,25,,120,,75,,,,,,,,80,,,,,,,,,80,0.25,3,2,,0.5,0.8000000119,0.5,1,0.6999999881,1,1,24,2.5,1,1,0.5,1,0.75,1,0.75,0.75,0.400000006,1,1,1,1,1,,10,,1,459,1
237,24,Virindi Master,,,,1,0,,0,1,0,1,1,,,1,,,30,150,220,180,250,250,145,150,550,463,16,19,-1,-1,,1,50,0,,3,1032,,2,10000,,,,,,105,200,,,,,,,230,120,,130,,,,80,130,,130,130,,,,150,,,,,,,,,120,0.6000000238,0.5,2,0.5,1,1,1,0.7200000286,1,1,0.7200000286,18,1,1,,1,1,1,1,0.5,1,0.5,1,1,1,1,1,3,10,2,1,463,2
238,29,Virindi Puppet,,,,1,0,,0,1,0,1,1,,,,,,150,150,150,150,150,150,115,150,350,465,16,19,-1,-1,,1,30,,,9,1032,,2,5000,,,,,,65,165,,,,,,,200,77,,80,,,,80,52,,52,52,,,,76,,,,,,,,,150,0.400000006,0.5,2,0.5,1,1,1,0.7900000215,1,1,0.7900000215,16,,,,1,1,1,1,0.5,1,0.5,1,1,1,1,1,3,10,2,1,465,1
619,22,Revenant,,,,1,1,,0,1,0,1,1,,,,,,110,110,90,140,165,155,235,330,305,451,16,14,-1,-1,,1,60,0,1,3,1032,183,2,17500,,,,,,170,300,,,,,,,230,165,,90,,,,,70,,70,70,,,200,200,120,150,200,,,,,,150,0.6000000238,0.5,2,0.5,0.8000000119,0.4699999988,0.6499999762,0.02999999933,0.5,0.6499999762,0.7200000286,18,1,1,1.100000024,1,0.5199999809,0.75,1,0.1000000015,0.75,0.8600000143,1,1,1,1,1,3,10,2,1,451,2
937,0,Banderling Guard,,,,1,,,0,1,0,1,1,,,,,,120,90,60,92,30,30,73,135,35,453,16,2,-1,-1,,1,15,0,2,5,1032,131,2,2000,,,,,,80,105,,,,60,,,,47,,,,70,,65,,,,,,,,60,60,30,,,,,,,90,0.1000000015,5,2,0.5,0.4699999988,0.3400000036,0.5500000119,0.4699999988,0.6999999881,0.3400000036,0.6000000238,22,1,1,1.299999952,0.7599999905,0.6499999762,0.5,1,0.7599999905,0.6499999762,1,1,1,1,1,1,,10,,1,453,1
938,0,Banderling Raider,,,,1,,,0,1,0,1,1,,,,,,130,90,60,115,30,30,70,160,38,453,16,2,-1,-1,,1,15,0,2,5,1032,131,2,2000,,,,,,40,80,,,,50,,,,37,,,,60,,70,,,,,,,,50,50,25,,,,,,,50,0.1000000015,5,2,0.5,0.349999994,0.1599999964,0.3100000024,0.349999994,0.6999999881,0.1599999964,0.6000000238,20,1,1,1.299999952,0.7599999905,0.6499999762,0.5,1,0.7599999905,0.6499999762,1,1,1,1,1,1,,10,,1,453,1
939,0,Young Banderling,,,,1,,,0,1,0,1,1,,,,,,110,65,60,90,30,30,43,75,31,453,16,2,-1,-1,,1,8,0,2,5,1032,131,2,1000,,,,,,15,30,,,,10,,,,3,,,,70,,50,,,,,,,,10,10,10,,,,,,,30,0.06700000167,5,2,0.5,0.2599999905,0.02999999933,0.1099999994,0.2599999905,0.6999999881,0.02999999933,0.6000000238,20,1,1,1.299999952,0.7599999905,0.6499999762,0.5,1,0.7599999905,0.6499999762,1,1,1,1,1,1,,10,,1,453,1
940,0,Drudge Sneaker,,,,1,,,0,1,0,1,1,,,,,,75,65,115,95,20,20,47,85,20,453,16,3,-1,-1,,1,8,0,2,5,1032,131,2,1000,,,,,,10,20,,,,,,,,9,,,,,,40,,,,,,,10,10,10,,,,,,,,3,0.06700000167,5,1,1,0.8999999762,1,1.100000024,0.6000000238,0.6000000238,1,0.6000000238,10,1,1,1.200000048,0.8600000143,0.75,0.6600000262,1.419999957,1.419999957,0.75,1.419999957,1,1,1,1,1,,10,,1,453,1
941,5,Water Golem,,,,1,1,,0,1,0,1,1,,,,,,80,120,20,20,60,60,61,121,100,465,16,13,-1,-1,,1,8,0,2,5,1032,,2,1000,,,,,,15,30,,,,,,,100,32,,80,,10,,10,,,35,35,,,,40,,,,,,,,,50,0.25,5,2,,0.1700000018,0.3799999952,0.1700000018,1,0.5,0.7900000215,0.3000000119,13,2.400000095,1,1.100000024,0.3300000131,0.5,0.3300000131,1,1,0.8299999833,1,1,1,1,1,1,3,10,,1,465,1
942,4,Wood Golem,,,,1,1,,0,1,0,1,1,,,,,,80,120,20,20,60,60,61,121,100,465,16,13,-1,-1,,1,8,0,2,3,1032,,2,1000,,,,,,25,45,,,,,,,50,30,,80,,10,,10,,,38,38,,,,25,,,,,,,,,50,0.150000006,5,2,,0.7900000215,0.5500000119,0.5500000119,0.7099999785,0.3000000119,0.3899999857,0.5799999833,13,3,1,1.100000024,0.8299999833,0.8000000119,0.8000000119,1,0.7699999809,0.8000000119,0.6700000167,1,1,1,1,1,3,10,,1,465,1
943,0,Mite Scion,,,,1,,,0,1,0,1,1,,,,,,20,40,60,60,40,20,25,140,20,459,16,7,-1,-1,,1,8,0,2,5,1032,129,2,1000,,,,,,8,32,,,,,,,,29,,20,,70,,70,,,,,,,,40,,,,,,,,,10,0.1000000015,5,2,0.5,0.03999999911,0.01999999955,0.01999999955,0.1199999973,0.5,0.5,0.01999999955,16,2,1,,0.6999999881,0.8000000119,0.8000000119,1,0.75,1,0.8000000119,1,1,1,1,1,,10,,1,459,1
944,0,Mite Digger,,,,1,,,0,1,0,1,1,,,,,,50,80,70,70,50,40,60,230,40,459,16,7,-1,-1,,1,8,0,2,5,1032,129,2,1000,,,,,,36,46,,,,,,,,34,,20,,70,,80,,,,,,,,45,,35,,,,,,,10,0.150000006,5,2,0.5,0.03999999911,0.01999999955,0.01999999955,0.1199999973,0.5,0.5,0.01999999955,16,2,1,,0.6999999881,0.8000000119,0.8000000119,1,0.75,1,0.8000000119,1,1,1,1,1,,10,,1,459,1
945,0,Mite Sentry,,,,1,,,0,1,0,1,1,,,,,,85,100,90,90,50,50,80,250,50,459,16,7,-1,-1,,1,15,0,2,5,1032,129,2,2000,,,,,,46,81,,,,,,,,52,,30,,80,,80,,,,,,,,50,,0,,,,,,,40,0.150000006,5,2,0.5,0.5099999905,0.3300000131,0.3300000131,0.5099999905,0.5,0.5,0.3300000131,16,2,1,,0.6999999881,0.8000000119,0.8000000119,1,0.75,1,0.8000000119,1,1,1,1,1,,10,,1,459,1
946,0,Mite Squire,,,,1,,,0,1,0,1,1,,,,,,90,90,110,110,70,50,85,240,50,459,16,7,-1,-1,,1,20,0,2,5,1032,129,2,3500,,,,,,60,94,,,,,,,,61,,50,,80,,80,,,,,,,,80,,0,,,,,,,40,0.200000003,5,2,0.5,0.5099999905,0.3300000131,0.3300000131,0.5099999905,0.5,0.5,0.3300000131,18,2,1,,0.6999999881,0.8000000119,0.8000000119,1,0.75,1,0.8000000119,1,1,1,1,1,,10,,1,459,1
947,0,Barker Mosswart,,,,1,,,0,1,0,1,1,,,,,,110,100,80,65,50,40,75,165,40,453,16,4,-1,-1,,1,15,0,2,13,1032,131,2,2000,,,,,,76,76,,,,,,,,66,,50,,,,50,,,,,,,50,50,50,65,,,,,,,65,0.150000006,5,2,0.5,0.07999999821,0.4300000072,0.4300000072,0.75,0.400000006,0.2300000042,0.6999999881,18,1.100000024,1,1,0.5500000119,0.8000000119,0.8000000119,1,0.8000000119,0.5,1,1,1,1,1,1,,10,,1,453,1
948,0,Mosswart Feeder,,,,1,,,0,1,0,1,1,,,,,,100,90,70,55,40,30,47,94,30,453,16,4,-1,-1,,1,8,0,2,13,1032,131,2,1000,,,,,,35,64,,,,,,,50,42,,40,,,,40,34,34,34,34,,,40,40,25,35,,,,,,,20,0.06700000167,5,2,0.5,0.1800000072,0.01999999955,0.01999999955,0.3400000036,0.400000006,0.5799999833,0.6999999881,25,1.100000024,1,0.8999999762,0.8000000119,0.8000000119,0.8000000119,1,0.8000000119,0.8000000119,1,1,1,1,1,1,,10,,1,453,1
949,0,Red Rat,,,,1,,,0,1,0,1,1,,,,,,50,100,90,90,50,30,55,200,30,459,16,10,-1,-1,,1,15,0,2,5,1032,,2,2000,,,,,,34,66,,,,,,,,34,,,,40,,50,,,,,,,,45,,,,,,,,,8,0.06700000167,5,2,0.5,1,0.5,0.5,1,0.400000006,0.8000000119,0.8000000119,25,2,1,2.299999952,0.6000000238,1.600000024,1.600000024,2.099999905,0.6000000238,0.8500000238,0.8500000238,1,1,1,1,1,,10,,1,459,1
950,17,Zombie,,,,1,1,,0,1,0,1,1,,,1,,,40,50,20,80,115,105,70,120,125,453,16,14,-1,-1,,1,15,0,1,3,1032,183,2,2000,,,,,,75,124,,,,,,,80,66,,40,,,,,24,,24,24,,,75,75,70,75,75,,,,,,30,0.200000003,5,2,0.5,0.8000000119,0.2899999917,0.2300000042,0.349999994,0.5,0.2300000042,0.4900000095,16,2,1,,1,0.6999999881,0.75,1,0.400000006,0.75,0.8600000143,1,1,1,1,1,3,10,,1,453,1
1210,0,Mercenary,Male,Aluvian,,1,,,0,1,0,,,,,,,,230,200,210,230,80,80,250,330,80,452,16,31,-1,-1,120,1,115,0,2,13,1032,131,2,24650,,160,160,0,,275,400,,,,270,160,,250,300,,,,,,,,,,,,,,,,,,,,,,,225,0.16,2.5,1,,0.9,1,1.1,0.4,0.4,1,0.6,30,,,,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1,1,1,1,1,,10,,1,452,5
1218,0,Thief,Male,Aluvian,,1,,,0,1,0,,,,,,,,150,160,230,230,200,120,220,260,120,448,16,31,-1,-1,120,1,105,0,2,9,1032,131,2,18656,,175,175,200,,220,300,,,,,175,,250,255,,,,,,,,,,,,,,,,,,,,,,,225,0.16,2.5,1,,0.9,1,1.1,0.4,0.4,1,0.6,30,,,,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1,1,1,1,1,,10,,1,448,4
1240,0,Oversized Banderling Ogre,,,,1,,,0,1,0,1,1,,,,,,130,120,100,100,50,50,130,320,50,258,16,2,-1,-1,,1,20,0,2,3,1032,131,2,3500,,,,,,74,120,,,,90,,,,72,,40,,40,,40,,,,,,,,90,,85,,,,,,,100,0.349999994,5,2,0.5,0.4600000083,0.3100000024,0.5199999809,0.4600000083,0.8299999833,0.3100000024,1.090000033,22,1,1,1.399999976,0.7599999905,0.6499999762,0.5,1.080000043,0.7599999905,0.6499999762,1.320000052,1,1,1,1,1,,10,,1,258,3
1241,0,Banderling Bloodblade,,,,1,,,0,1,0,1,1,,,,,,130,120,100,100,50,50,130,320,100,258,16,2,-1,-1,,1,20,0,2,3,1032,131,2,3500,,,,,,66,114,,,,90,,,,66,,40,,40,,40,,,,,,,,90,,85,,,,,,,100,0.349999994,5,2,0.5,0.4600000083,0.3100000024,0.5199999809,0.4600000083,0.8299999833,0.3100000024,1.090000033,22,1,1,1.299999952,0.7599999905,0.6499999762,0.5,1.080000043,0.7599999905,0.6499999762,1.320000052,1,1,1,1,1,,10,,1,258,3
1242,0,Drudge Hoarder,,,,1,,,0,1,0,1,1,,,,,,45,60,60,110,50,30,60,120,60,69,16,3,-1,-1,,1,15,0,2,9,1032,131,2,2000,,,,,,90,100,,,,,,,,87,,50,,,,55,,,,,,,95,95,80,,,,,,,,20,0.3000000119,3,1,0.5,0.200000003,0.2300000042,0.05000000075,0.6000000238,0.6000000238,0.2300000042,0.6000000238,18,1,1,1.200000048,0.8600000143,0.8500000238,0.8000000119,1,1,0.8500000238,1,1,1,1,1,1,,10,,1,69,2
1243,0,Large Silver Rat,,,,1,,,0,1,0,1,1,,,,,,100,120,190,250,100,100,90,240,100,161,16,10,-1,-1,,1,30,0,2,3,1032,,2,5000,,,,,,20,120,,,,,,,,121,,50,,45,,40,,,,,,,,110,,,,,,,,,45,0.400000006,5,2,0.5,0.400000006,0.400000006,0.8000000119,0.1199999973,0.6999999881,0.1199999973,0.8000000119,22,2,1,3.5,0.75,0.75,1,1,0.5799999833,0.5799999833,1,1,1,1,1,1,,10,,1,161,4
1255,0,Drudge Slave Keyholder,,,,1,,,0,1,0,1,1,,,,,,45,60,60,110,50,30,60,120,60,69,16,3,-1,-1,,1,15,0,2,9,1032,131,2,2000,55,,,55,,43,100,,,,55,,,,65,,50,,,,55,,,,,,,,,,,,,,,,,20,0.3000000119,3,1,0.5,0.200000003,0.2300000042,0.05000000075,0.6000000238,0.6000000238,0.2300000042,0.6000000238,18,1,1,1.200000048,0.8600000143,0.8500000238,0.8000000119,1,1,0.8500000238,1,1,1,1,1,1,,10,,1,69,2
1256,0,Braggart Mosswart,,,,1,,,0,1,0,1,1,,,,,,120,100,90,65,60,50,80,250,50,123,16,4,-1,-1,,1,15,0,2,13,1032,131,2,2000,,,,,,80,60,,,,,,,,80,,50,,,,50,,,,,,,,50,,,,,,,,,65,0.150000006,5,2,0.5,0.07999999821,0.4300000072,0.4300000072,0.75,0.400000006,0.2300000042,0.6999999881,24,1.100000024,1,,0.5500000119,0.8000000119,0.8000000119,1,0.8000000119,0.5,1,1,1,1,1,1,,10,,1,123,3
1257,0,Mosswart Overchief,,,,1,,,0,1,0,1,1,,,,,,120,120,90,100,120,120,110,270,120,126,16,4,-1,-1,,1,20,0,2,13,1032,131,2,3500,,,,,,85,80,,,,,,,,120,,100,,,,40,,,,,,,,120,,,,,,,,,105,0.400000006,5,2,0.5,0.2800000012,0.5199999809,0.5199999809,0.09000000358,0.400000006,0.02999999933,0.6999999881,24,1,1,1.299999952,0.5500000119,0.8000000119,0.8000000119,1,0.3799999952,0.3000000119,1,1,1,1,1,1,,10,,1,126,3
1258,0,Ravenous Mosswart,,,,1,,,0,1,0,1,1,,,,,,95,90,95,85,60,50,75,240,50,138,16,4,-1,-1,,1,15,0,2,13,1032,131,2,2000,,,,,,58,66,,,,,,,,55,,60,,,,40,,,,,,,80,80,55,40,,,,,,,55,0.3000000119,5,2,0.5,0.2800000012,0.3600000143,0.3600000143,0.6800000072,0.400000006,0.05999999866,0.6999999881,24,1,1,1.299999952,0.6999999881,0.8000000119,0.8000000119,1,0.8000000119,0.5,1,1,1,1,1,1,,10,,1,138,2
1259,0,Mosswart Keeper,,,,1,,,0,1,0,1,1,,,,,,95,90,95,85,60,50,75,240,75,138,16,4,-1,-1,,1,15,0,2,13,1032,131,2,2000,,,,,,60,40,,,,,,,,60,,60,,,,40,,,,,,,,90,,,,,,,,,55,0.3000000119,5,2,0.5,0.2800000012,0.3600000143,0.3600000143,0.6800000072,0.400000006,0.05999999866,0.6999999881,24,1,1,,0.6999999881,0.8000000119,0.8000000119,1,0.8000000119,0.5,1,1,1,1,1,1,,10,,1,138,2
1273,0,Giant White Rat,,,,1,,,0,1,0,1,1,,,,,,180,160,310,300,140,130,180,310,130,262,16,10,-1,-1,,1,80,0,2,3,1032,,2,30000,,,,,,100,300,,,,,,,,170,,100,,45,,40,,,,,,,,110,,,,,,,,,150,0.400000006,5,2,0.5,0.6499999762,0.6499999762,0.8000000119,0.5299999714,0.200000003,0.5299999714,0.8000000119,22,2,1,2.599999905,0.75,0.75,1,0.25,0.5799999833,0.5799999833,1,1,1,1,1,1,,10,,1,262,3
